Marital Status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification Group;Previous qualification (grade);Nationality Group;Mother's qualification Group;Father's qualification Group;Mother's occupation Group;Father's occupation Group;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 1st sem (Approved/Enrolled);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Curricular units 2nd sem (Approved/Enrolled);Unemployment rate;Inflation rate;GDP;Target
1;43;-1.7316968666316976;9147;1;-3.0781385481239893;-10.020425731506942;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-1.3495296801241716;-1.2761586253038824;-8.785015171630015;0;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.1977824904928296;-1.6337726182640795;-2.391701133407406;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-4.217947702357519;-1.9593698400775348;-1.537775585608535;-2.019399890861243;7.8759013716763;0.4612021542359994;-3.68973600827532;-1.3730189370110195;-0.1690195646558445;Graduate
1;7;-1.7316968666316976;9003;1;-10.007425243204253;-10.21411779963194;-0.4478770895114957;-4.566269258157115;-3.701197167947771;-2.880037537609065;-2.6321991933546456;-8.922224930313346;1;0;0;1;0;0;-2.907180866093925;0;1.0839280009175412;-1.8420811161568933;-1.9969741741801064;-0.9360152371299711;-2.3601950193049936;-0.4943525490553087;-0.4925202707654224;0.7382964747994489;-1.8712401052358416;-1.726993697616778;-0.6902233375269665;-2.058668108171443;-0.4688016815309918;0.4612021542359994;-3.787968889546303;-0.0701491691143375;-0.7832207064698774;Graduate
1;1;0.5429618062850633;9500;1;-3.0781385481239893;-10.161292690143304;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.878791625406393;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.0069866396345164;-2.331654701367978;-1.5174797214083948;-2.418882878657694;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.5474598174656107;-2.424122124999049;-1.416696693025454;-2.091928073394384;-0.4688016815309918;-0.6020048096789214;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Graduate
1;17;-1.7316968666316976;9773;1;-3.0781385481239893;-10.155423233533456;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-2.2678343946151074;-1.615168767316573;-8.891624192765265;0;0;0;1;1;1;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.331654701367978;-1.5174797214083948;-2.4868372425479013;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.346663410845464;-1.416696693025454;-2.1078683332825814;-0.4688016815309918;0.4612021542359994;-3.68973600827532;-1.3730189370110195;-0.1690195646558445;Graduate
1;7;-1.7316968666316976;9500;1;-10.007425243204253;-10.155423233533456;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-2.2931890513419546;-8.872868902009989;0;0;0;1;0;0;-2.823259284406048;0;-0.4236151106854453;-3.0069866396345164;-2.331654701367978;-2.215237102542503;-3.0644493325567166;13.400670669248989;-8.243354352641777;-0.4303917461617935;-3.5474598174656107;-2.424122124999049;-2.143170048523941;-2.6219417161414573;11.213782592959218;-6.981246593168445;-3.68973600827532;-1.3730189370110195;-0.1690195646558445;Dropout
1;1;-1.7316968666316976;9773;1;-3.0781385481239893;-10.061511927775882;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.778105327667545;1;0;0;1;1;1;-3.07502402946968;0;-0.4236151106854453;-3.2399677443300408;-2.3985908068055526;-1.5174797214083948;-2.376411401608558;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-1.416696693025454;-2.0291632999276947;-0.4688016815309918;0.4612021542359994;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Graduate
1;1;-1.7316968666316976;9500;1;-3.0781385481239893;-10.120206493874369;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-2.2678343946151074;-2.6321991933546456;-8.903469639558072;0;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.0069866396345164;-2.130846385055256;-1.5174797214083948;-2.4725182874197413;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.212215875019657;-2.346663410845464;-1.1745389078592914;-2.034568044449026;-0.4688016815309918;0.4612021542359994;-4.012501189594263;-1.6857076813062235;0.1654657705358741;Graduate
1;17;-1.7316968666316976;9254;1;-3.0781385481239893;-10.1847705165827;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.65563125162115;-2.2931890513419546;-8.932096135974017;1;0;0;1;0;1;-3.1085926621448308;0;-0.4236151106854453;-3.2399677443300408;-2.130846385055256;-1.7500655151197644;-2.440118617437091;-0.4943525490553087;-2.606384111277156;-0.4303917461617935;-3.8827037599115646;-2.2692046966918777;-1.7799333707746974;-2.1058758011103804;-0.4688016815309918;-3.2600222194662227;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Graduate
1;1;0.5429618062850633;9500;1;-3.0781385481239893;-10.137227918042926;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-1.9617328231181288;-1.954178909329264;-8.907418121822339;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-2.774005534938992;-2.264718595930404;-1.4011868245527102;-2.365490164827805;-0.4943525490553087;-0.8448309108507108;-0.4303917461617935;-3.212215875019657;-2.346663410845464;-1.2956178004423726;-2.048092358911057;-0.4688016815309918;-0.4691039391895559;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Graduate
1;17;1.1116264745142534;9147;1;-3.0781385481239893;-10.155423233533456;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.969606717484568;1;0;0;1;1;0;-3.0078867641193776;0;2.026142445669408;-1.143137802070321;-1.7961658578673834;-0.7034294434186017;-2.5155871653793795;-0.4943525490553087;-0.9152930388677684;2.7835008614816235;-1.2007522203439345;-1.8044524117703635;-0.6902233375269665;-2.126797392265944;-0.4688016815309918;-0.6020048096789214;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Dropout
1;1;-0.5943675301733173;9773;1;-3.0781385481239893;-10.149553776923607;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.65563125162115;-1.954178909329264;-8.886688589934929;1;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.3985908068055526;-1.5174797214083948;-2.299962742614318;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-1.416696693025454;-2.0849542099548173;-0.4688016815309918;0.4612021542359994;-4.714164627244141;-0.7997562391364795;0.6975126194958008;Dropout
1;1;1.1116264745142534;9500;1;-3.0781385481239893;-10.096728667434972;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-2.880037537609065;-2.6321991933546456;-8.856581412669883;1;0;0;1;0;1;-3.142161294819981;0;-0.4236151106854453;-2.774005534938992;-2.264718595930404;-1.2848939276970257;-2.380679785069069;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.212215875019657;-2.346663410845464;-1.1745389078592914;-2.060563121459813;-0.4688016815309918;0.4612021542359994;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Graduate
1;17;1.1116264745142534;9556;1;-3.0781385481239893;-10.243465082681183;-0.4478770895114957;-1.1375591012023838;-5.808301513046543;-1.9617328231181288;-2.971209335367337;-8.960722632389963;1;0;0;1;0;0;-3.091808345807256;0;-0.4236151106854453;-3.0069866396345164;-2.331654701367978;-1.4011868245527102;-2.361849752057897;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.212215875019657;-2.346663410845464;-1.1745389078592914;-2.031952845554581;-0.4688016815309918;0.4612021542359994;-4.223000220889228;-1.268789355579285;0.3610712297123178;Graduate
1;1;-0.0257028619441269;9773;1;-3.0781385481239893;-10.120206493874369;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-1.3495296801241716;-1.2761586253038824;-8.913834405501776;1;0;0;1;0;1;-3.0582397131321044;0;-0.4236151106854453;-3.2399677443300408;-2.331654701367978;-1.6337726182640795;-2.391701133407406;-0.4943525490553087;-1.1971415509359995;-0.4303917461617935;-3.8827037599115646;-2.424122124999049;-1.537775585608535;-2.052874436710144;-0.4688016815309918;-0.7792059703314076;-4.223000220889228;-1.268789355579285;0.3610712297123178;Graduate
1;1;-1.7316968666316976;9773;1;-3.0781385481239893;-10.061511927775882;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.880272306255494;0;0;1;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.2399677443300408;-1.930038068742532;-1.866358411975449;-2.418882878657694;-0.4943525490553087;-4.01562667161831;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.9010122633577784;-2.2035098930301973;-0.4688016815309918;-4.50043034403363;-4.447532520937188;-0.7997562391364795;0.3512909567534956;Dropout
1;17;-1.7316968666316976;9670;1;-3.0781385481239893;-10.173031603363002;-0.4478770895114957;-4.566269258157115;-5.808301513046543;-2.880037537609065;-3.310219477380027;-8.915315086350875;0;0;0;1;1;0;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.8002074394309986;-2.215237102542503;-3.0644493325567166;-0.4943525490553087;-8.243354352641777;-0.4303917461617935;-3.8827037599115646;-2.966333124074149;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-3.787968889546303;-0.0701491691143375;-0.7832207064698774;Dropout
1;1;-1.7316968666316976;9773;1;-3.0781385481239893;-10.208248343022094;-0.4478770895114957;-2.8519141796797496;-5.808301513046543;-2.573935966112086;-1.954178909329264;-8.956774150125694;1;0;0;1;1;1;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.331654701367978;-1.5174797214083948;-2.4698486513205204;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.537775585608535;-2.195141256567972;-0.4688016815309918;-0.7792059703314076;-4.223000220889228;-1.268789355579285;0.3610712297123178;Graduate
